user,text,latitude,longitude
nadyamelinda_,Percaya atau? ? Setapak Sriwedari by MALIQ &amp; D'Essentials (w/ Risna at Gedung C Universitas PGRI Yogyakarta) ? https://t.co/aWM785OmTS,-7.80409,110.34335
wiw_2429,Cukup 10k bisa masuk ke Hotel Bintang 5 dan ke Restaurant sama ketemu si pemegang dapur restoran ini.,-7.77901,110.38137
yayangdatu,"?????: niiiihhhhh (sambil ngasih paperbag)
??: apa ini? Gorengan?? 
?????: terang bulan!!? https://t.co/goNPGdrWxQ",-7.75850259,110.3998518
firzalaksmana,"Selamat buat roseno pamungkas SH ???? (with Puja, Kevin , and 4 others at @jogjastudent) [pic] ? https://t.co/8XRF9JMcRU",-7.81448,110.37631
adihidayaat,Surat Cinta Untuk Starla by Virgoun (with arum at Gedung Bedah Sentral Terpadu (GBST) - RSUP Dr. Sardjito) ? https://t.co/6dQbDA2tqW,-7.76894,110.37198
MNophie,?? (with ? at @bimakrodajogja) ? https://t.co/NM60egbovj,-7.79132,110.40214
wiw_2429,"Akhirnya orang yg ditunggu keluar juga, nihdia nih Chef Jojo hehe",-7.78284877,110.38189651
Ayuherma_,Kuliah me manage uang ? (at Fakultas Ekonomi Universitas Negeri Yogyakarta) ? https://t.co/X2uYg8bSOb,-7.77325,110.38864
kliksbeauty,SKY RED LIPS LIGHT LAZER merupakan terobosan baru utk treatment? https://t.co/VfOwypARm8,-7.79057264,110.35488725
grace_melia,#CeritaBahagiaku hari ini: Akhirnya tadi pagi bisa aerobic lagi setelah bertahun-tahun libur.? https://t.co/SqKXsp6Dvg,-7.75522609,110.43365273
Dafauzia,Nurutin si menthel? (with Nisa? at @sakola_jogja) ? https://t.co/jzG1E5BPcV,-7.80609,110.35122
wiw_2429,"Saffron Restaurant.Oh ini to hehe",-7.78291097,110.38190553
wiw_2429,At Grand Aston Jogja. UK Exhibition ?,-7.78291097,110.38190553
Gendhute_MeyMey,Tuhan bersama security yg kerja shift sore (at @gastia) ? https://t.co/1Mc3Q9f2OW,-7.79171,110.3643
sellytrptsr,Tak gabur yo nin? (with Nanin at Artha Fashion) ? https://t.co/Q7odF4QRXc,-7.82741,110.40134
uLoveAna,"College assignment should not be missed, in addition the office work? https://t.co/GWPB1eJ57C",-7.80118929,110.3581668
desmamareta,Rapat? (with Dewi and Nirmala at Jank Jank Wings Lovers) ? https://t.co/idl8eaVAp7,-7.77684,110.37321
fauziahkartika_,?? (at Larissa Aesthetic Center) ? https://t.co/7pBXZotc5o,-7.77484,110.37505
bellinda_wr,"Teman sore ini sambil menunggu... ??
.
.
.
.
.
.
.
.
.
.
.
.
#instalike #instalikeforlike? https://t.co/rgFI6lDnGG",-7.75783898,110.40343698
NMancasani,refreshing (at @cinemaxxtheater) ? https://t.co/CMd4bObm8A,-7.7834,110.39065
reinadetyjulia,"I wonder how we can survive this romance, but in the end if im with you, i'll take the chance?.? https://t.co/h6ukYMpl7y",-7.81467808,110.32373326
metaandryani,"??? ? Rings (with Yuliana, Andred, and 2 others at XXI Jogja City Mall) ? https://t.co/O8XJXg0ksW",-7.75377,110.36016
afiffadhyla19,"Al-A?raaf : 31 ?
hai anak Adam, pakailah pakaianmu yang indah di setiap (memasuki) mesjid, makan? https://t.co/R93gD3Edat",-7.8240893,110.36547
lenna_djarody,"Here we go again... ???

#mytrip #mytripwithfriends ##myhoneymoon #janganlupabahagia? https://t.co/Xb0gNFreaq",-7.78805556,110.43166667
eri_phoenix,"Ngadem..
Part 1!! (with Rizki at @bowllingid) ? https://t.co/iTaXLe7qhd",-7.76046,110.39452
HusnunTifah_,Nggak usah nanya sama siapa ? (at Olive Fried Chicken) ? https://t.co/r2pcZlw1Q3,-7.73937,110.33965
Aviva_Vani,? (at Rubylicious) ? https://t.co/3piH2ulQsC,-7.78556,110.37372
MaghrisaNur,??? (with Bunda at @jcoindonesia) ? https://t.co/8TPIFOWNS9,-7.80752,110.39697
drMelati,Watching Kong: Skull Island (with Irfanianta at @cgvblitz) ? https://t.co/Xd1LjQz9Nz,-7.75895,110.39912
frsk_,Akung? (with Laksitha at Makam Kuncen (TPU Pracimalaya)) ? https://t.co/mX8SmynpXV,-7.79673,110.35092
Septianpngrh,With Jihan at PLATE-O ? https://t.co/7hQNR6yq9X,-7.77416,110.40344
nallacrs,Eh demit mangan sego (with Unknow at STARBACKS Spesial Ayam Geprek) ? https://t.co/25hCSv0cHc,-7.81973,110.4021
Lyaaaee,@Mulyono_Army curhat,-7.8071366,110.3866359
thathagatha,Bahagia banget aku maen ke kota.. Hahahahahaa ??? (with Rarasati and Patriot at Arua Coffee) ? https://t.co/S0Le8rHkSg,-7.76406,110.39078
annisadtr14,Yippy ? Kong: Skull Island (with ??? at @cinema21) ? https://t.co/kclGa1yAOz,-7.75348,110.36052
iahn_elf,Kehabisan tasnya huhu sedihhhhh (at @grandastonjogja) ? https://t.co/0wQ8zmB72w,-7.78291,110.38185
itsmeliest,Nyoklat ? (with bayunoval at @coklatcafe) ? https://t.co/5IoOda5gpo,-7.77889,110.37543
yuninrh,Alternatif ? (at @caknonang) ? https://t.co/hCWVTXnX4f,-7.78626,110.30393
kadhungprayoga,"Cuk nggibah every time (with Ria, Otong, and Tira at @mr_huuhhaah) ? https://t.co/t4hM51eTWK",-7.75591,110.3767
avr_avrshant,At Si Tepat Jln Taman Siswa ? https://t.co/JeoEXAMynY,-7.80586,110.37785
AruniEza,Ngeliat yang bening (at FISHUM UIN SUNAN KALIJAGA) ? https://t.co/wNiYMfFALV,-7.78595,110.3946
tarantika,Jemput ibu negara... ?? (with Tika at Bumi Putera AJB Gondomanan) ? https://t.co/5PrMxMEqIO,-7.80166,110.36972
MakandiJOGJA,"Halo Bro Sis!
.
Nyantai dulu di Prada Coffee shop, sembari menikmati sore nan cerah dan segelas? https://t.co/IRTeK2EZTF",-7.76765823,110.39279938
basith21,Gamapi ft HMJ PWK,-7.7695204,110.3793851
Jihanaufalia,With Septian at PLATE-O ? https://t.co/J7FfaUGDMk,-7.77333,110.41053
syellarp,yuhuuuuu ? Logan (with Septiana at @cgvblitz) ? https://t.co/jZIZizfL7P,-7.83482,110.35986
Damasptr,"?
.
.
.
Kerajinan Perak""
Silahkan yg mau buat :
- cincin couple/wedding
- kalung - Emban
-? https://t.co/cIYASRWY97",-7.81667,110.383
Nesa_Syaefudin,"Hai kalian berdua lusimandey desmondsumendap , HAPPY WEDDING yaa..
Selamat mengarungi bahtra? https://t.co/vyPRWufIGA",-7.80138889,110.36444444
fahruralazhar,"Tipis tipis gaannnn? (with chandra, Anang, and 9 others at Telaga Futsal 1) [pic] ? https://t.co/q0wxVFpjQZ",-7.77199,110.40493
jessicaanovi,"#teamgabut? (with Nurlitasalamii, Enjang, and Sherin at @chachamilktea) ? https://t.co/j3qSBrJe7b",-7.80919,110.37711
syellarp,yuhuuuuu ? Logan (with Septiana at @cgvblitz) ? https://t.co/ivcmZfoK4Q,-7.83483,110.35988
fransianeeew,Unch (with ? at Yamie Panda Ambarrukmo) ? https://t.co/E94zSilNb2,-7.7835,110.39898
triisanty,Selamat ulang bulan ke-8 anak mami papa yang gigit-able! ??? (with Ridho at Yogyakarta) [pic] ? https://t.co/JhGJgVmDGb,-7.77007,110.45067
nungkipratiwi_,I'm a videographer ? (at @jogjastudent) [pic] ? https://t.co/0xcwXQMjH5,-7.77376,110.3928
zenolewis,"Every god damn week ? ? Kong: Skull Island (with Voler, Ivan, and Martin at @cgvblitz) ? https://t.co/KcrLqFrnhS",-7.77942,110.41446
renaferindaa,"london love story 2 x surga yang tak dirindukan 2 (with Sharietta, mala, and 3 others at @lippoplazajogja) ? https://t.co/TV41h0YHvz",-7.78384,110.3906
muh_fhr,Silaturahmi ? (at @jogjastudent) ? https://t.co/hOfhGvw87m,-7.81742,110.387
alfando_ns,"Rekor terbaru, murid pak noor saat ujk: 3 orang. @ SMM (Sekolah Menengah Musik) https://t.co/ML6DFmWDmS",-7.81522844,110.34949235
jualkamerabekas,"--
Canon Body 60D MULUS
--
NORMAL 100%
*Fisik masih mulus banget
*Semua karet rapat
*Flash nyala? https://t.co/PlfaRwfzy4",-7.82140458,110.40374637
ayamgorengaliba,#SalamEntrepreneurSukses #selfie dulu om di #ayamgorengalibaba #jogja #jogjakarta #jogjamedia? https://t.co/uAqf8JVpx1,-7.78707972,110.39139872
iwakpitik,"lanjut sesi berikutnya

#bismillah #berkah #baloong? (w/ Prasetio, Fajar, &amp; Ilham at NOE Coffee &amp; Kitchen) [pic] ? https://t.co/v7B09e8MW2",-7.78349,110.37952
jualkamerabekas,"--
Canon Body 60D MULUS
--
NORMAL 100%
*Fisik masih mulus banget
*Semua karet rapat
*Flash nyala? https://t.co/7EE16tp28X",-7.82140458,110.40374637
AvisaAvisha,"Serasa mau buka masakan padang:)) (with Nana Kurnia, Darre, and yeni at Perumahan Purimas Citra Gemilang 1) ? https://t.co/pXT8HzL216",-7.84804,110.37102
AiniHndyn,Mangat (at lapangan futsal umy) ? https://t.co/YQ2kfYC56p,-7.80901,110.32013
Ellandy_Avant,Patrapatpat (with PAM at @umyogya) ? https://t.co/WNUASw3tE8,-7.81316,110.3219
BenedictaDea,Besok masih uts ya to? (with momsky at Famous Shoes &amp; Bag) ? https://t.co/YuBeLKIBLa,-7.783,110.39214
TFarhanah,Just posted a photo @ Yogyakarta https://t.co/WLJg5izwyL,-7.80138889,110.36444444
budiaman558,"Menikmati senja sambil menggoreskan tinta hitam di atas? (at Fakultas Adab dan Ilmu Budaya, UIN Sunan Kalijaga) ? https://t.co/ArXlWaaDWt",-7.78438,110.39455
ekarikaf_,Hf (at d'ayam crispy) ? https://t.co/jD64jqdUCk,-7.80308,110.40219
windarinat,"Edisi For Her (Maret)
- gak edit editan sengaja begini -
.
.? https://t.co/HxIFtvtIM8",-7.78317808,110.36265538
PhitaMahanani,"Main kuy biar ga eteb || kemana? || gatau, pokonya main? (at Jl. Glagahsari Warung boto Umbulharjo Yogyakarta) ? https://t.co/gf1Ycf5LWc",-7.80797,110.38804
diansamudera12,Tugu Yogyakarta is a monument that is often used as a symbol or? https://t.co/qWbWCCF7EM,-7.78333,110.35
dhymaskusuma,??? (at Mangkok Kelapa [cream &amp; fruit]) ? https://t.co/nY6JDFQvTD,-7.76272,110.41395
destrianapr,Kuliah hm (at Wisma Sargede) ? https://t.co/meoFpd7v1a,-7.81735,110.3845
jualkamerabekas,"--
Canon Body 60D MULUS
--
NORMAL 100%
*Fisik masih mulus banget
*Semua karet rapat
*Flash nyala? https://t.co/WQPMfFvWxo",-7.82140458,110.40374637
puspamelati01,"? (with Retno, Rachmahidayah, and Amel at Yamie Panda ""Alive"") ? https://t.co/hKgN4KLgIU",-7.79645,110.39246
ReinindaR,Boros ? (at Optic general) ? https://t.co/kBm1qv8toB,-7.81399,110.40196
FaisalIsnan,At @grandastonjogja ? https://t.co/DBXRQ6FNta,-7.78099,110.38097
ichsanpuambusa,"Satukan seluruh perbedaan, walau pandangan musik kami berbeda, 
.
.
National Music Day, 
Dukung? https://t.co/pAyXycqN5v",-7.80138889,110.36444444
gustianii,Called great closing ?? (with Indhira at @gastia) ? https://t.co/wQLuO5ds3U,-7.79519,110.36902
restuputrategar,Galih&amp;Ratna cihuyy?? (with darojatun and Indah at @cinemaxxtheater) ? https://t.co/mek74mo7oj,-7.80012,110.39216
nisrinaazulfa,Surat Cinta Untuk Starla by Virgoun (at Gardu Gathel) ? https://t.co/ljZbxCaWZb,-7.78338,110.34332
tonolarrico,Sowan Mas Kobis (with Fadiel and A.F Yogi at Spesial Sambal Bawang Mas Kobis) [pic] ? https://t.co/MryLnSEbhI,-7.76952,110.38894
Iinsubektiii,Kamu gak akan tau rasanya gila dikelas. Ketemu teman2 di kampus itu? https://t.co/I9Pcje66fG,-7.83792829,110.45263843
Tiarwijaya,".
Hurley
.
-
Harga 70.000
Color : White
Size M, L , XL
-
Seckerhead Store 
jln demangan baru no? https://t.co/pJ5ob7LGAL",-7.80157,110.3723
sellytrptsr,Duit mabur aja (with Nanin at @sakola_jogja) ? https://t.co/LkHLUs3wa5,-7.80771,110.35048
Is_chakAS,Sante sore karo nyate ??? (at Teras Depan Rumah ) ? https://t.co/zKiKsgeDRk,-7.77976,110.40554
noniyuono,I miss this place and its memories? @ Prambanan Temple https://t.co/NWkjSoxiAF,-7.79995748,110.36682834
RioAndiRizal,WHAT THE ....? @ PT.Metamorf Promosindo https://t.co/9I5sRDa9wY,-7.79996507,110.37890451
gustirini31,Keindahan Tuhan itu harus dinikmati dan harus di syukuri? @ Pantai? https://t.co/cwKPhtwP2s,-7.777629,110.403737
reliana0701,Hari pertama ?? (at Samsung Service Center) ? https://t.co/gxzKxT2oOh,-7.76116,110.3805
Afif_MS1,Panas kali-_- (at Lapangan Voli Pasir Uny) [pic] ? https://t.co/KBmMAYnNjB,-7.7754,110.38418
Afif_MS1,Panas kali-_- (at Lapangan Voli Pasir Uny) [pic] ? https://t.co/KBmMAYnNjB,-7.7754,110.38418
putranovriansya,Ayok cukur seperti Sergio Ramos ?? #Robotku (with Muhammad at @boedimanjr_yk) ? https://t.co/hmUI8Ir69L,-7.76904,110.38926
VISBATIK,"DETAIL
.
.
Kayana Blouse's neck ?
.
.
Oh ya, produk bisa ditemukan di Bukalapak dan? https://t.co/kXxbAr5ILr",-7.7555799,110.39442395
Jogjacitymall,"Now Happening!
Operasi Simpatik Progo 2017 dari Polres Sleman yang di Lobby Utama Jogja City? https://t.co/y1ywdP2xi4",-7.75605453,110.36150665
Mayangsas,"Nge-demit:) ? Rings (with Salsabila, Febri, and 2 others at @cinema21) ? https://t.co/PM13QEa4HS",-7.75371,110.36075
WPRangga,Keamanan Jaringan (at Lab 13 Amikom) ? https://t.co/TyhJjzCQes,-7.76003,110.40884
anitaruri,"Tequila Lover ! ?
Must join? (w/ Issac , Viera, &amp; 17 others at Nirvana Sky Lounge Indoluxe Hotel) [pic] ? https://t.co/WKrlTPtpGf",-7.75026,110.37247
Maezarizaldy,??? (at @kai121) ? https://t.co/GZbzKEu5Ki,-7.78897,110.36351
galang_panji,??? (with Nurullita at @waroengsteak) ? https://t.co/uByQgpQwE8,-7.81952,110.37925
TreVe_Nce,? (with Nicolas at tamansari keraton) [pic] ? https://t.co/bR1P1KAhT1,-7.78618,110.43389
joejoetama,"Rutinitas setelah ujian ?
Nurutin orang yg kangen karaoke ? (with Nungky, dara, and Jaskiran at Happy Puppy) ? https://t.co/9SVJ13gQrs",-7.75776,110.38665
UtamiPraditya,"Dosenku udah eyang""? (with Lita, Armelia, and 6 others at @jogjastudent) ? https://t.co/I0dq7nKLhX",-7.76923,110.41127
arsyafitria_,"? (with alviramayra and neksa at Surlie Bakehouse, Cafe, &amp; Resto) ? https://t.co/GAEZHr2q1C",-7.77411,110.41174
BalaiBatikJogja,"Kunjungan Industri Perdana SMK N 1 Ponorogo ke Balai Besar Kerajinan dan Batik
Yogyakarta ?? https://t.co/wxGsmtmuvp",-7.8008925,110.38180941
yenifebriarski,My love? (at @sbuxindonesia) ? https://t.co/nOgN3S5YzF,-7.78279,110.37897
YorisaaIvn,With Aulia at @jamur_gledek ? https://t.co/6EdJHq7fcK,-7.81544,110.32776
NikenSQ,Bismillah ya (at Gor Budi Utama) ? https://t.co/ezFnBUYn7A,-7.7501,110.36223
27_adeirawan,amunisi berkurang segera di isi ... mntp2 haha (with Mardani and M at Bakso Raksasa Bom Bugisan) ? https://t.co/JYHop1OJXt,-7.81216,110.34991
AyahKimTan,Makan siang di Warmindo Saung Pasundan 4 sambil menikmati hotspot @zonakomunika @ Trini? https://t.co/gGijvEPmns,-7.75352214,110.35774857
LauraDP_,Hedon dulu?? (at @lippoplazajogja) ? https://t.co/Calu7pZr6Z,-7.78408,110.39069
eleonoraSierra,"Dek Javas pentas ? (with adityo, elisabet, and dhe'ma at @jogjacitymall) ? https://t.co/439yOtvT4v",-7.75334,110.36081
kopi_gemati,Titip Jual Kopi #titipjual #kopi #bantul #jogja https://t.co/XBicDiewCs,-7.7586898,110.3947016
LitaGaluhPutri,"Tebelan mana, Alis apa Gincu? @ Kronggahan Trihanggo https://t.co/xX3psDl2sy",-7.738535,110.358018
naninprmst,Kembar teross (with Selly? at @sakola_jogja) ? https://t.co/RIyvjwdG4T,-7.80579,110.35117
metaandryani,With MikePutri at @jogjacitymall ? https://t.co/W5Rzvw0re4,-7.74858,110.36125
mad_affan,????? (at @lippoplazajogja) ? https://t.co/MUUz8lO8Ek,-7.78364,110.39056
leehyorere,Sobo kali...sobo kebon !!! Le mutihke bergaon taon...le nggosongke sedinob???? #kedungpedut? https://t.co/2HXdDP9Umt,-7.7978916,110.3652234
josse_2626,"Piscok Lumer Jogja FREE DELIVERY for Gopay ???.
.
.
.
.
#piscok #piscoklumer #piscoklumerjogja? https://t.co/wgxTcMBZWb",-7.807332,110.387553
cakra_vikrajati,"SELAMAT HARI MUSIK NASIONAL!

Di hari musik nasional ini saya juga saya akan melaunching cover? https://t.co/TJ4J7uRTAK",-7.7796831,110.3672849
DA_Ningrum,"Bolak-balik-bolak-balik...
Besok kemari lagi ??? (at @jog_ap1) ? https://t.co/bVYXHdez0x",-7.78439,110.43788
anastasiarika,"Galih dan Ratna ? (with Luciana, Sabrina, and agustina at @cgvblitz) [pic] ? https://t.co/c11Qm78HEj",-7.77853,110.41466
ArieAditama,Mandiin si biru dolo @ Dapur Mak Nying https://t.co/BkbAXneOz3,-7.8112683,110.4026618
AdelheidYCh,? (with Roni at Rumah Pernik) ? https://t.co/oYnop5vCgq,-7.78171,110.37933
okyjanwardana,"ngop luk. (with Bagus, Eko, and Imanuel at @studiokopi) ? https://t.co/bAYNBVKNFY",-7.77416,110.41258
risqha_rrisk,Ditemenin mas judika~ ????? ? Aku Milikmu by Judika (at Raminten Uborampe Malioboro) ? https://t.co/cWWm9ZTSan,-7.79768,110.36554
AyahKimTan,Layanan koneksi internet @zonakomunika area Trini Trihanggo sleman... Pastikan anda yg berada di? https://t.co/pKPy9KuDOb,-7.75352214,110.35774857
KoperTripJogja,"Mempercantik Si-White Dulu
#OmTeloletOm #KlaksonTotot (at Central AC &amp; Variasi) ? https://t.co/kqvXGpwzY1",-7.73961,110.36285
den_nyyy,Pulang ke kotamu... ? @ The Alana Mataram City https://t.co/P9W6MgHklX,-7.76563367,110.38849221
silmyrizcha,Cuma tinggal rizvi yg tersisa ? (with Rizvi at Jolie Wirobrajan) ? https://t.co/hq2BO3fJAr,-7.80273,110.35269
RasyaMedina_,"yappp ? Logan (with Magistra, Ghazi, and Qey at @cinema21) ? https://t.co/4rWPvvBwuZ",-7.78166,110.40134
Niogalas_at,Logan(teng)? ? Logan (with Ainun at @cinema21) ? https://t.co/IwitdVCvJ6,-7.7815,110.40135
eva_ulviati,Terkadang yang kuno lebih mengasikkan.. jgn mudah tergoda dengan yg? https://t.co/coqxOw2n27,-7.78764358,110.36361467
AyahKimTan,Layanan Voucher hotspot @zonakomunika  bisa di dapatkan di Warmindo Saung Pasundan 4 Trini? https://t.co/AevJVd0h30,-7.74034013,110.36329589
geniapriliaa,Tugas gak ada habisnyaa (with Noviasari at Taman Batu FISIPOL UMY) ? https://t.co/lex0EFNhAK,-7.81177,110.32155
MakeAldyFamous,Just posted a photo @ RED CLIEF spa and lounge https://t.co/lapnjneNMe,-7.76458,110.42069
Herlambang_PP,"Melangkah kedepan, hiraukan bisikan setan tekadkan fokus satu tujuan menuju kesuksesan? https://t.co/vbbQDCk53A",-7.78339142,110.39069608
si_abdi,Nungguin cilok gajahan (with Ayu  at Alun - Alun Kidul) [pic] ? https://t.co/idROYEb3kw,-7.81182,110.3626
Mahardikagil,Cess (with ET Utami at @tombongelak) ? https://t.co/P0yNT8rvR5,-7.76687,110.38613
MarissaSundari,"""Saku Kebutuhan""
Memanfaatkan waktu dalam ilusi
Sebagai tanda alarm memanggil? https://t.co/xDPlW71lpc",-7.81911442,110.37040042
syahrin,"#photojournalist #photojournalism #streetphotography #streetphoto @ Gudeg Yu Jum, Wijilan https://t.co/q0PMt2jqXF",-7.80473097,110.36670521
bellinda_wr,Ngopinya ditemenin bapak ??? (at @sbuxindonesia) ? https://t.co/jFB9NjqFfN,-7.76025,110.39874
dimasdimok,Sampe juga (at @kai121) ? https://t.co/4MXETnx7eR,-7.78919,110.36298
Anawdyrn,Jangan lama-lama ? (at Jolie Wirobrajan) ? https://t.co/1NlY7NLOsK,-7.80459,110.35122
tikaparera,Nginem??? kos e wis kyo tempat sampah? (at D'Paragon Kost Exclusive) ? https://t.co/c2LlNQWZD7,-7.75224,110.41122
adensputra,"Menunggu Cinderella ???
.
.
?: i.am.ferdian @ Valio Studios https://t.co/N0zDdbZn6g",-7.7777252,110.3789825
NoviNurIkhtiar,With Deida and Aulia at @jogjacitymall ? https://t.co/iz93rKeIkr,-7.75359,110.36093
uyashalala,"Happy day, happy tummies! ??????
.
.
.
.
 #ciwiciwi 
#pajakultah? https://t.co/wrYBjtn9tZ",-7.76060389,110.39454873
aganindraa,Belajar kuy? (at @umyogya) ? https://t.co/6LULCSYGpJ,-7.81022,110.32215
ihsansigitt,? @ Rumah Sakit Ibu dan Anak Sakina Idaman https://t.co/oyGqLgyhFf,-7.767299,110.367815
annishafira_s,tugas ya (with revanza and ragiel at Panties Pizza) ? https://t.co/qeQXiwSjxY,-7.7808,110.36128
tiarasukma_16,?? (at @kratonjogja) ? https://t.co/Ahaxu9CXaO,-7.81235,110.35806
abangdani69,Ujung-ujungnya nyasar kesini ? (at Soto Djiancuk) ? https://t.co/rWoQNpCLMp,-7.80582,110.33521
4galevien,?? (with Hera at Burgerax) ? https://t.co/4Uqb6xqZaD,-7.78279,110.37978
annispw,Yuhu? (with Faizal Miraj and Rhiga at Museum Benteng Vredeburg) ? https://t.co/1EJYgHxYOd,-7.80614,110.36297
SalmaSholeha,Matematikaaaaaa (at Lembaga Bimbingan Belajar Neutron) ? https://t.co/gQJ82U5osY,-7.80968,110.37701
Dakillazbadboy,#done (at Jambuluwuk Malioboro Boutique Hotel) [pic] ? https://t.co/knuwZX2svK,-7.79733,110.37216
rezaanandhika,Mesti mampir kesini dan  coba ayam suwirnya kalo lagi main ke? (w/ Ikhrar &amp; Dea at Mak Combrang Coffee &amp; Resto) ? https://t.co/8bZ81QXau1,-7.78946,110.37004
ayusoepomo,"Huwaaaa pdhal cuman pisah lantee, tapii kokk sedih yahhh gag bsa? (w/ David, Estidiana, &amp; AF at Marugame Udon) ? https://t.co/LIAB0cbo9W",-7.78167,110.37458
syahrin,#yogya #jogja #streetphotography #streetphoto #bw #blackwhite #blackandwhite #photojournalism? https://t.co/fUldpccaY9,-7.805689,110.36406
dinnadriana,candid today ?: by hubby fajaradhitya ?? ? @ Es Teller Sukonandi https://t.co/E2lFpxMznC,-7.79796504,110.38151668
Shri_Rukminee,"Monggo pinarak di Griya Godean
Guest house nyaman hemat, dekat dengan pusat kota Yogyakarta.? https://t.co/pmZDD2rIa6",-7.78010283,110.34647087
Anak_Tenggah,alhamdulillah bisa berkumpul lg di sini.. @ Pondok Pesantren Al Munawwir Krapyak Yogyakarta https://t.co/KXJ4U0p2Hz,-7.82593324,110.36204823
VincentioAji,Work hard ? (at SMP MARIA IMMACULATA) ? https://t.co/NRn1yRpXHt,-7.80307,110.36862
ypsetyawan,Nyetak sik iso di cetak ... (at Champion Printing) ? https://t.co/6SDMWXLDh9,-7.79859,110.36217
hennykurnia_nia,Numpang ngadem ?? (with Multhia at @mcdonalds_id) ? https://t.co/Ar65XIPyR7,-7.78318,110.3717
saptasakila,"Mencoba untuk melentikkan jari-jari ini ?
? 
? 
? 
? 
#EpheRiangGembira @ RS PKU Muhammadiyah? https://t.co/3EzVPxLWBu",-7.80035987,110.31783085
UGMLibrary,"Salam Literasi dari Tim Perpustakaan dan Pengadaan unssolo.... ""jangan pernah mengambil resiko? https://t.co/KjaYVPJqzl",-7.76944028,110.37804887
HazzaMalik1,"Believe it!!! @ Kotagede, Yogyakarta, Indonesia https://t.co/VxdCAb8RL1",-7.81667,110.383
kikiijihan,"Jauh jauh kesini cma numpang oamar mandi.... hmm (with Nadia, Susi, and 2 others at @grandastonjogja) ? https://t.co/5JBKEmvDj0",-7.78458,110.38264
AdiCitraBhuana,"Donat donat digoreng dadakan by me, Vera, dan mbak Yuni ? (at Q-think Kost) [pic] ? https://t.co/HQlOBmIomq",-7.8082,110.27464
VolcanoSound,FACULTY of TECHNOBIOLOGY ATMA JAYA present GRENADE... Green Run 5k #greenradiation with special? https://t.co/DUIxb7cmtV,-7.80138889,110.36444444
