user,text,sentiment,latitude,longitude
dheyvshmm,"....bikin girl band, the pathak warak.... (with Ayyu and phe at Hayati Specialty Coffee) ? https://t.co/h4xS32Glrh",neutral,-7.78135,110.39228
Zyudhawinata,"???
I'll be one step above ?????
-
-
-
?? by panitia Kalibiru
-
-

#kalibiru #wisata? https://t.co/iCSWtv2rfp",neutral,-7.80830951,110.12943046
nurulauliadewi_,Night ?? (with Yunita at Mal Malioboro) ? https://t.co/IYAv5POIyZ,neutral,-7.79336,110.36584
victoranindia,With Gracia and ?? at @cinema21 ? https://t.co/SraHNEhp58,neutral,-7.75343,110.36063
desryancs,? ? The Fate of the Furious (at @cinema21) ? https://t.co/8Au9Fjlk70,negative,-7.78489,110.39029
victoranindia,With Gracia and ?? at @jogjacitymall ? https://t.co/ejQv27xmBC,neutral,-7.75339,110.36066
keziaagape,"fellowship, (at FOODIEST | One Stop Local Culinaries) ? https://t.co/ZPKVZFs84M",neutral,-7.77979,110.38865
4galevien,"? (with Salma Mutiara, Ridwan, and Akbar Kurniawan at The Embassy of ""DIRTY CHICKS"") ? https://t.co/ojifxcybLa",neutral,-7.77464,110.41509
angel_ddee,Just posted a photo @ Reflection Art Media https://t.co/TsqcWws2ZH,positive,-7.75422374,110.38272053
DechyArsita,Kiss kiss from flower flower ?? @ Yogyakarta https://t.co/LCmEdJylRL,positive,-7.80138889,110.36444444
amaliia_ayu,At Bakso Kota Cak Man ? https://t.co/jnrYWIsfyD,neutral,-7.75384,110.36053
yunita_petalolo,Tepar ??? (with ucil pettalolo at De Laxston Hotel) ? https://t.co/Fop5mEr6ZO,neutral,-7.78201,110.38683
unique_mastern,Boomerang bersama mama ? @ Hartono Mall Lifestytle Jogya https://t.co/yzvKOzfD2Z,neutral,-7.75954298,110.39908831
valiant_evan,Nonton dulu coy ? The Fate of the Furious (with Nunu and daniel at @bioskopkudus) ? https://t.co/U5ttMF5knj,negative,-7.79629,110.365
tiarassantika,Dipaksa makan pdhl kepikiran farkol ?? (with Rossy at Kedai IQ) ? https://t.co/AwvQiN1Fb6,positive,-7.78279,110.38595
yustina_nw,"It's truly a latepost. Turn back to the old day, in the middle of finishing my group's final? https://t.co/rqaEWGI7Um",positive,-7.80514599,110.3939045
Habeeeb_Quds,"Berkawanlah!
Jangan sendirian!
Jangan cuma berkawan dengan gadget!
Berkawanlah dengan manusia. @? https://t.co/TuSTz6CDLR",positive,-7.81324248,110.38888921
Keripiks_Pedas,"Angkringan Dowo, ""Tempat Nongkrong Paling Asik"".
..
..
Cen sik Dowo? https://t.co/i4UHHUfwSq",neutral,-7.79633264,110.392596
Amie_yulianthi,With Andy at Alun-alun ? https://t.co/Q4U2lESzqD,neutral,-7.79129,110.36452
_laelamanshur,Lampu menerangi tanpa memilih yang mana gelap dan aku mulai? https://t.co/fwSAwyYS50,neutral,-7.80138889,110.36444444
BeyAngellina_,FF8? (with M. at @cinema21) ? https://t.co/6d91gNHty2,neutral,-7.78317,110.38503
FifiApriyanda,Iceee? (with Putri at Tempo Gelato) [pic] ? https://t.co/SaHkA4e6rk,neutral,-7.81932,110.37244
jessymarliano,Biar g liyutttttttttttt ? The Fate of the Furious (with Halim at @cgvblitz) ? https://t.co/s6rhHfp9l4,negative,-7.77932,110.41448
ChairunnisaRM,Ketemu juga dek ?? (with Dyta at @mcdonalds_id) ? https://t.co/AGGbspqJJM,neutral,-7.74878,110.36192
NadiaDesanti,Demi demi deh ? (at @cgvblitz) ? https://t.co/cXPupbOkyT,neutral,-7.80658,110.35611
Putry_Puku,? @ Yogyakarta railway station https://t.co/zIevvKHfkW,neutral,-7.789167,110.364167
Zyudhawinata,"???
Blue Lake
-
-
-
?? by panitia Kalibiru
-
-

#kalibiru #wisata #wisatakalibiru #kulonprogo? https://t.co/j3lF8BOrVf",neutral,-7.80830951,110.12943046
Dewyo_,@Fzull_ Rumangsamu? ?,neutral,-7.6927281,110.4933905
Yanuar0125,?#prambanan #dab #gap @ Candi Prambanan https://t.co/ZiibIVOsQS,neutral,-7.75,110.49417
handitaaa,5porsi 2orang (at @hartonomall_yk) [pic] ? https://t.co/ZkQ2h7PTmY,neutral,-7.76729,110.40926
doniiprasetyo,Sosialisasi pengangkatan perangkat desa ?? tak daftar kesra Weh..? (at Kaliurang Lereng Merapi) [pic] ? https://t.co/Px9Yk0UU0X,negative,-7.60715,110.42803
Setri_Pertiwi,At Waroeng Steak And Shake ? https://t.co/CqS1FeNqrb,negative,-7.77354,110.4044
saksangb1,"?

K.O ?? (with KEKE at Perumahan Griya Prima) ? https://t.co/BlltNqybHn",neutral,-7.68286,110.62254
achaudrey,"? ? The Fate of the Furious (with Anggit, maya, and Tiko at @cgvblitz) ? https://t.co/vkRNNb6KqD",negative,-7.76314,110.41244
juandamael,"??FARISKA KLATEN PROUDLY PRESENT ??

Kamu pelajar muslim klaten? ?? https://t.co/OgK8RXNn91",neutral,-7.71437,110.59726375
zakiyyahK,Cruel (feat. ZAYN) by Snakehips (at Depot Nikmat 1 Cak H. Djauhari) ? https://t.co/XUpjFEl0wP,positive,-7.75389,110.3971
JamesAgataRusli,Tuhan menciptakan alam untuk dijadikan tempat merenung bagi? https://t.co/1B7L5LmqWH,positive,-7.72332478,110.47228
ernawatilestari,Tolongin adek bang? @ De Arca &amp; De Mata https://t.co/qhxM0Z0Iks,neutral,-7.75033671,110.39586251
ernawatilestari,Tolongin adek bang? @ De Arca &amp; De Mata https://t.co/qhxM0Z0Iks,neutral,-7.75033671,110.39586251
Stefanus_Seno,Besok udah Tri Hari Suci ya? (at Dipowinatan) ? https://t.co/FhTLyXGNqX,positive,-7.81133,110.37094
sugengriyadi417,"Warisan tonggak sejarah bangsa
#candibarong
#ijokuliner
#ijokuliner_candiijo
#tample? https://t.co/2XmZp4nS1e",neutral,-7.74955,110.52138
Herlisabtari,So cute... ?? @ Roaster And Bear https://t.co/gceMx83Yrl,positive,-7.78453911,110.36708011
kadhungprayoga,Ampun aku sudah tak tahan makan sayuran sebanyak itu ? (at Tio Ciu Chinese Food &amp; Sea Food) ? https://t.co/2MpJhINqM0,negative,-7.78342,110.37091
anhwang_,Belanja bulanan : 20% bahan dapur + 20% peralatan mandi + 10%? (w/ Mommy &amp; Rizki at Transmart Yogyakarta) [pic] ? https://t.co/VRgd5NZcIV,neutral,-7.79859,110.41181
triwahy20340221,Ku menemukan diri mu pada sesesok orang yang menemani ku saat ini,negative,-7.76401,110.41942
erik_hermawan,"Kadang melu kadang ngelu, ngelu ngampet roso pengen melu, ngelu tambah ngelu sama dengan nenem,? https://t.co/nNF2iOtrMr",neutral,-7.81079136,110.33573627
Patrriss,Faynaleeeh???? (at Il Tempo Del Gelato) ? https://t.co/K5S6PhuHWI,neutral,-7.76026,110.38102
asaliabay_,Untuk barisan para perusak yang masih berkeliaran di luar sana. Hati-hati di jalan dan jangan? https://t.co/yjM6hBPnYW,neutral,-7.74958,110.43527
baihakinugraha,"Sebelum engkau mulai mencerabut pohon keburukan di lahan orang lain, carilah terlebih dahulu? https://t.co/j8EmZu1L3h",neutral,-7.810151,110.358946
AnggelaTambun,Last nite with Damaling???? (with Noldy at @gastia) [pic] ? https://t.co/wsJUaW95Qu,neutral,-7.79402,110.36145
indrapurnama7_,Makan biar gak mati (at Warung Spesial Sambal Monjali) ? https://t.co/OykVsP278m,positive,-7.76684,110.36881
perwitautmrzkia,?? bultaoreune ?? ? Fire by BTS (at Fakultas Pertanian UMY) ? https://t.co/dM1HlhHvWi,neutral,-7.80894,110.32128
sarassayasss,Lapaaaaar (at @kokijoni) ? https://t.co/ENGNNCpumi,negative,-7.77684,110.373
siskaema,"Completed! ~ @ Universitas Gadjah Mada, Yogyakarta https://t.co/svENA8hdQR",neutral,-7.77227574,110.38009298
sofibrado_,With R at Tugu Jogja ? https://t.co/GOa0AtteEO,neutral,-7.78316,110.36702
surya2605,With Dwiky at Depot Anugerah ? https://t.co/OenPlC2OjM,neutral,-7.77555,110.39391
LippoPlazaJogja,@iboxindonesia  -  Dapatkan cashback hingga 300 ribu dan hadiah menarik lainnya untuk pembelian? https://t.co/FSJJC7Hzzr,positive,-7.78339142,110.39069608
rhaka_nebo,Karena yang dadakan akan selalu? https://t.co/KQDhBuQT2h,positive,-7.78423854,110.37416697
arinaeka98,"Perdana?? (with bebex, galih, and rara  at @cinema21) [pic] ? https://t.co/ank5pQ5E9l",neutral,-7.75374,110.36011
samunav,"mok yan jong pad, info @08985137879
lebar 20cm
panjang 60cm @95rb
panjang 80cm@120rb

BERMINAT? https://t.co/D3jdF2Lc22",positive,-7.83114786,110.32375502
Anies28998,At @mirota_kampus ? https://t.co/LfAqmCMTlu,neutral,-7.77405,110.37575
Ninda_Rizkaa,Dolanan kacang?? (at Alun - Alun Kidul) ? https://t.co/DizpJYuZB0,neutral,-7.80405,110.36559
LKxPSS,Jangan lupa minum susu sebelum tidur biar Indah mimpimu ? https://t.co/DWMf9m4pDA,positive,-7.7203227,110.3603087
Sonshaf,Huwaaaaa?? (at @plazaambarrukmo) ? https://t.co/HS6xnSooyz,neutral,-7.78263,110.4016
emashintya,"???? (with riskasetya, rantika, and 3 others at Grissee (Coffe &amp; Tea)) ? https://t.co/1roRgpaKVT",neutral,-7.77286,110.39831
Syeifa02,Lagi(?) (at @jog_ap1) ? https://t.co/fVJCcU3eSC,neutral,-7.78598,110.43648
samunav,"mok yan jong pad @95rb, info @08985137879

BERMINAT KATALOG SILAKAN KIRIM PESAN VIA EMAIL KE? https://t.co/25Pf4YO6Hv",positive,-7.83114786,110.32375502
aisyahdewilita,? kambing makan kambing ? (with Derry at SiGoMbing) [pic] ? https://t.co/5NYG4U7Bg6,neutral,-7.76337,110.39799
yodeapupe,Duh mumet sirahku? @ Malioboro https://t.co/2kGKkrRv6L,neutral,-7.80157,110.3723
chokycokli,Because i'm always praying for the best? @ Yogyakarta https://t.co/i6NrNpiCHR,neutral,-7.80138889,110.36444444
cengdicky92,"Ingat kawan-kawan jangan terlalu mudah terprovokasi.....

Ingat? https://t.co/6bL0elSpo0",negative,-7.774056,110.417955
Zafran_Ts,? (at @lippoplazajogja) ? https://t.co/iCdWhLi7JW,neutral,-7.78325,110.38825
tpxagghdyy,"""cowo kok nonton drama korea""

YA DARIPADA NONTON DIA MESRA-MESRAAN SAMA ORANG LAEN DI INSTAGRAM? https://t.co/ZuEqIdtRGD",negative,-7.74835082,110.18974305
Link_Kopi,"Nasi Ayam Teriyaki Pedas ini beda dgn yg lalu. Yaitu pada ketebalan nasi nya.
Maklum lagi laper? https://t.co/A3UZlS3XX9",negative,-7.78550306,110.38418129
RenieSusi,Yaaa kali nih sepatu bikin ngiler.. sabar nak ini ujian ??? (with iin at Fashion Avenue) [pic] ? https://t.co/LIxEDgbKmL,negative,-7.82288,110.38017
iis_chaza,"Alhamdulillah boleh pulang, setalah opname 4 hari ?? (at RS PKU Muhammadiyah Gamping) ? https://t.co/kLhKRrONSS",neutral,-7.80205,110.32059
AristianaDinda,Kalian jangan cepet2 nikah ya ?? @ Yogyakarta https://t.co/a2oh4lY9Nc,negative,-7.80138889,110.36444444
BenyTuguJogja,"#bismillah #jualalatmusik #forsale
#JOGJA #indonesia #gitaris #basis  #guitar #rareguitars? https://t.co/zPgRB7sHgt",neutral,-7.80390143,110.35190607
superenigma02,"?Pagi?
?
Alhamdulillah . . .
Bersyukurlah jika Kita masih Dibangunkan Allah SWT dari tidur? https://t.co/8ROwl71mRO",neutral,-7.7401,110.42648
Dwi_Lestari3005,"#pathdaily (at Desa Bangunharjo, Kecamatan Sewon, Kabupaten Bantul) [pic] ? https://t.co/muFpOQye4k",neutral,-7.83622,110.37912
riskanatt,Programm gemukkkssss ? (with Heru at @infosuperindo) ? https://t.co/aN2eIzvWcf,neutral,-7.77299,110.40885
MetaBelinda,Pondasi lur ? (with Yasser at Pempek Ny. Kamto) ? https://t.co/qchzYDVlAa,neutral,-7.78354,110.39932
MetaBelinda,? pondasi lur (with Yasser at Pempek Ny. Kamto) ? https://t.co/isLIyiGAwc,neutral,-7.78354,110.39933
inssoo_id,"Clutch Pandan Sellena
Ukuran:
Besar (33x20cm) Rp 90.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/yTF6vbEk9q",positive,-7.80138889,110.36444444
ichaitemmselalu,live music tembang kenangan ?? (at Mie Lethek Mbah Mendes) ? https://t.co/VlLCkDIu31,positive,-7.76612,110.4328
christ_aditya,With kristi at Lombok Idjo ? https://t.co/AQuLBoyv3Z,neutral,-7.78341,110.38961
destiwiandriani,"Sampe juga ya dek, walaupun uda muter2 lama diudara. Pake ada acara ngantri segala ?? (with yoga at @jog_ap1) ? https://t.co/LbOicBtgLn",positive,-7.78561,110.43645
agengbharra,11.12 sama sekaten (at TRANSmart Maguwo) ? https://t.co/Vm2LmOEImO,neutral,-7.78317,110.42086
inssoo_id,"Clutch Pandan Sellena
Ukuran:
Besar (33x20cm) Rp 90.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/3u2lccLI1X",positive,-7.80138889,110.36444444
anmzam09,Dedek emesh wkwk @ Masjid Kampus UGM https://t.co/LQgvPpEo24,negative,-7.773351,110.380016
pijatjogjapro,"""Selalu dekat seperti seorang sahabat. IMMANUEL'S MASSAGE, Pilihan yang tepat di saat PENAT."" @? https://t.co/a3fr3S3dgn",neutral,-7.80138889,110.36444444
bayu8k,Diajak boros ? (at Centro) ? https://t.co/LZzjiE6hjQ,negative,-7.78154,110.39916
inssoo_id,"Clutch Pandan Sellena
Ukuran:
Besar (33x20cm) Rp 90.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/NYDpMfCbEi",positive,-7.7828779,110.36710739
rohman_iskandar,At @plazaambarrukmo ? https://t.co/IDCLGuUW3C,neutral,-7.78317,110.403
Claudiaella110,At @sbuxindonesia ? https://t.co/Bv1XrL3bhq,neutral,-7.78266,110.37896
Soekarno_CR7,Check In! (at The Jayakarta Yogyakarta Hotel) ? https://t.co/PhhaVWJthl,neutral,-7.78445,110.41977
frieda_kiswono,Day 1 (with Deo Danendra at The Alana Hotel &amp; Convention Centre - Yogyakarta) ? https://t.co/Qmrc2FNw23,neutral,-7.73961,110.37748
DickySumarsono,"There is no substitute for hard work..except harder work  ????
???????????????????

Coming? https://t.co/NblAUaTxLu",negative,-7.7900235,110.3644742
GalNan,Reading Beloved by Toni Morrison (at Taman Amarilys) ? https://t.co/vzikgianB0,positive,-7.75868,110.39563
eratribiantoro,"Yuhuy ?? ? The Fate of the Furious (with ririn, Herangga, and 4 others at @cgvblitz) ? https://t.co/AP3n3XVTZd",negative,-7.75668,110.3994
Liazubairr,Sepertinya filmnya keren ????? (with Dian Qamajaya at @cinema21) [pic] ? https://t.co/Ner3oWPuYR,neutral,-7.76946,110.36914
handaruajeng,#1 (at Sate Klatak Pak Bari) ? https://t.co/IHJOfcPlPf,neutral,-7.87763,110.38941
KhaerunisaAS,Alhamdulillah (at @kai121) ? https://t.co/IppWl91iT5,neutral,-7.79034,110.37629
inssoo_id,"Envelope Clutch Songket
Ukuran:
Besar (33x20cm) Rp 90.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/TyEYCp6nyy",positive,-7.80138889,110.36444444
inssoo_id,"Envelope Clutch Songket
Ukuran:
Besar (33x20cm) Rp 90.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/8nCRKJJ0fw",positive,-7.80138889,110.36444444
HannifAW,Rehat duluu... (at Wanderlust Coffee Division) ? https://t.co/1ZOqWoIvaC,negative,-7.79042,110.36528
alifrhmwti,Eh kencan.. (with Ari at @gastia) ? https://t.co/AbDxXwtfJo,neutral,-7.79391,110.36149
inssoo_id,"Envelope Clutch Songket
Ukuran:
Besar (33x20cm) Rp 90.000

OPEN ORDER
SMS/WA: 081311198797
LINE:? https://t.co/4tRvMHIfIX",positive,-7.80138889,110.36444444
ichaprayuda,Bubuk syantik.. ???? (with Oki at Omah Konco Guest House) [pic] ? https://t.co/GrknmT6mKt,neutral,-7.80906,110.36274
adhitbhagaskara,#partytime #jalan2 #fullmoonatthebeach #happy2 #jadianbaru #uhuk @ Sate Mbak Bella Jalan Imogiri? https://t.co/TOkHi86aOl,neutral,-7.882066,110.389135
BenyTuguJogja,"#bismillah #jualalatmusik #forsale
#JOGJA #indonesia #gitaris #basis  #guitar #rareguitars? https://t.co/6qxGrD1LhF",neutral,-7.80390143,110.35190607
ahhdiah,@hendrimaulana Aamiiinn.. Tapi sepertinya sulit kalau teror ke KPK gak ada.. Apalagi rezimnya sekarang serba aneh menurutku.. Hehe..,negative,-7.8887471,110.1504966
jessicaanovi,Gagal f&amp;f8 ya ngene? (at Soto Betawi Bang H. Pitung) ? https://t.co/JNgIMg55jL,neutral,-7.80288,110.37522
Omby_Muhammad,"Aku rindu berkereta,,
Dengan secangkir teh hangat di pangkuan? https://t.co/bVF83AHVBO",positive,-7.8648104,110.1537774
BenyTuguJogja,"#bismillah #jualalatmusik #forsale
#JOGJA #indonesia #gitaris #basis  #guitar #rareguitars? https://t.co/lneMDdsE6d",neutral,-7.80390143,110.35190607
Popal_arpiana,Makan ikan lebih enak dibanding makan temen (with Arum and Desy at Bale Bebakaran) ? https://t.co/xebJFGHO85,positive,-7.79527,110.37771
ayyafunnies,Saat kita menjalani suatu hubungan dekat titik tertinggi bukan pada? https://t.co/Kpz2aG6and,positive,-7.92043,110.38135
VionitaaShakty,dinda moduse (with Adinda and Riri at Starbucks Coffee Malioboro) ? https://t.co/gAJPYN8v4X,neutral,-7.79495,110.3656
avanchoirizal,"Hepibesde @NCFSleman tetap solid, total untuk PSS! Tetap menjadi panutan.",positive,-7.8055978,110.3944163
srie_mutz1,Alhamdulilah sampai dengan selamat .... Yeayy @ Lempuyangan railway? https://t.co/jjLpOKKXxo,neutral,-7.790775,110.37496
tasya_frilla,yiyy? (with Anjelita at Mal Malioboro) ? https://t.co/6mE0bo8hFt,neutral,-7.79245,110.36436
danangapriadi,"Ngeroti bakar khas #bantul
#wkwk
#rotibakar #ngarep #dm @ Jln pleret Bantul Djogjakarta https://t.co/LLTOKhtUWF",negative,-7.86563457,110.4076176
udafaqod,At Katsu-Katsu ? https://t.co/9tZkEPIIhd,neutral,-7.81167,110.37696
Ervadwii,@rhmaep_ iya sayang? wkwkw,positive,-7.92362207,110.37016069
JundanAries,At Pesantren Kali Opak ? https://t.co/jH3KQ1VUW3,neutral,-7.82658,110.45285
FanAlfan_22,"Harga nego. (with Ihsan and rizky at Angkringan Kopi Joss ""Pak Agus"") ? https://t.co/luyuuiahjj",neutral,-7.78896,110.36606
RichaCahyaniH,"Crew........ (with N., Citradewi, and 2 others at @nickmath_3108) ? https://t.co/SxkddSFEcu",neutral,-7.80587,110.3906
chistyanur,Hai mbak bro?? kapan kita ngebolang lagi?? @ Taman Sari - Water Castel https://t.co/OzdtKHoxPB,neutral,-7.81021626,110.35969689
tasyaalishaa,besok udah bks lagi? (at Malioboro) ? https://t.co/sz7LVkL0RW,neutral,-7.79028,110.36789
metyarahma,terimakasih buat undangan ke rumahnya dokter intantitisari_spog ???? https://t.co/VPRr3FDPyg,positive,-7.80157,110.3723
yanthredevii,"Akak, unch ? (with Aurora at Malioboro) [pic] ? https://t.co/5kVyita59I",neutral,-7.79337,110.36584
AmaliaSita23,Jam 12 siang? ?#latepost (with Adhitya at Pantai Sadranan) [pic] ? https://t.co/P4gPb6NPmS,negative,-7.81047,110.3872
ElsaElvara,Bye bye jogja? (at Malioboro) ? https://t.co/uZSqQIVfZQ,neutral,-7.79009,110.36751
Citra_viandini,Belanja yang banyak ya nak ????? @ Jl Malioboro Kota Yogyakarta https://t.co/IqH2EwlLX4,positive,-7.79114,110.36593
nizzaokta,bored (at @mcdonalds_id) ? https://t.co/LAFSovbXjs,neutral,-7.7936,110.36575
Salmazzh_,"Masapahayooo (at Bakso Daging Sapi ""Pak Djoni"") ? https://t.co/EERcVuJ3FE",neutral,-7.80127,110.36009
AerinRazali,Day 1 : Tempatnya sultan sauna #erintraveldiary #jogjatrip #vacation @ Taman Sari - Water Castel https://t.co/ij1myzSGLy,neutral,-7.81021626,110.35969689
lisaaindraa,"Sejauh apapun aku berpetualang,
Percayalah
Engkau perjalanan pulang? https://t.co/J0dtMC49Me",neutral,-7.84271363,110.53784702
melanidrs,Penyelesaian tugas akhir eh tugas terakhir ??? (at Sugara Milk) ? https://t.co/PRT4qugVAa,positive,-7.82452,110.37872
adeputra1886,Dinner.... (at @warunghillman) ? https://t.co/4B1ts9WB8O,neutral,-7.77152,110.40155
prakosaa_,"kelas malam? (with Mada, Marco, and Mada at @jogjastudent) ? https://t.co/cAB8hOHNFg",neutral,-7.75633,110.42281
inar_Zee1,Dinner ? (at Restoran Numani Yogyakarta (Masakan Seketika Serba Panas)) ? https://t.co/icyVvXVSjq,negative,-7.79336,110.3735
mridok,Eee (at Pocinan) ? https://t.co/atJJ7dQppB,neutral,-7.78668,110.36773
Travel_jokam,"Memanjakan customer dengan fasilitas yang mewah.. ????
 Anda senang kamipun ikut senang  ??? https://t.co/nHULFWhrrA",positive,-7.78805556,110.43166667
triwahy20340221,"Andai saja engkau putus dengannya, andai saja semua ada di depan mata pasti mudah urusannya",positive,-7.76502,110.42572
hbryaan,Nugas~ (at Akademi Komunitas Negeri Seni Dan Budaya Yogyakarta) ? https://t.co/7ZobYKAfiz,neutral,-7.84292,110.36192
yanuarisamifta,"Mampirlah bentar bentar? (at Warung Burjo ""Waruga"") ? https://t.co/5cWNiuIJ65",neutral,-7.78312,110.37924
RMayangSary,"Ayam Bakar ? VS. Rempela Ati?Goreng ??
Kangen sama tempat ini, lebih? (w/ Domy a.k.a Eten at Lesehan Siantan) ? https://t.co/z7wReHAemi",positive,-7.77018,110.40997
rusydina_11,Kwetiaw goreng medan? (at BAKSO Lapangan Tembak Senayan) ? https://t.co/DjA7XoMhJW,neutral,-7.78317,110.42011
Isanstria,???? ? The Fate of the Furious (with Revika at @cgvblitz) ? https://t.co/i2nZQm3MmI,negative,-7.7799,110.4141
aderida,"MC Balaclava Ranger Green Spandex?
*minus ada outline ballpoint di area mata
material spandex? https://t.co/9FvXKiQI9E",neutral,-7.77942313,110.34265637
susiloadipras,Watching The Fate of the Furious (at @cgvblitz) ? https://t.co/koCnzSlMq7,negative,-7.8071,110.37154
DewantoIndra,"Mau yg mana..?
 #tupperwarebawabekal #tupperware @ Pasar Godean https://t.co/H87vnxv2dz",neutral,-7.76638326,110.29092245
idagaluhhh,Ealaah,neutral,-7.8099435,110.3244722
militarycorner,"MC Balaclava Ranger Green Spandex?
*minus ada outline ballpoint di area mata
material spandex? https://t.co/UFRmHYZNFb",neutral,-7.77942313,110.34265637
chillia_PutriSB,Milo cheeseeeee? (with Feni at NANARELLA BANANA) ? https://t.co/toI2HglBtf,neutral,-7.81494,110.37624
ekha_pita,"Ya Allah indahnya... ???
.
.
.
#jogjaku @ Jl. Candi Gebang, Perumahan Jambusari Indah.? https://t.co/cxYHC9kbmn",positive,-7.7468543,110.41213553
anestingnomad,I interrupt our regularly scheduled templegrams to bring you cake. Because cake. I found this? https://t.co/D3bpBSZ13E,negative,-7.81937,110.3712981
aderida,"MC Balaclava Khaki dan Tan Spandex?
*minus ada outline ballpoint di area mata
material spandex? https://t.co/uBomdOomDa",neutral,-7.77942313,110.34265637
Squadstore,"Squad Clothing
Code: GRAFF RAIDER Tees
Size : M, L, XL, XXL ( fit US size)
Idr. 125k (XXL:? https://t.co/IhcGA3efss",positive,-7.80138889,110.36444444
militarycorner,"MC Balaclava Khaki dan Tan Spandex?
*minus ada outline ballpoint di area mata
material spandex? https://t.co/9AV7kis0Qz",neutral,-7.77942313,110.34265637
amourDPP,Lelah shayyy (at Glenn's Pizza Steak Resto) [pic] ? https://t.co/97ThlsjJll,neutral,-7.76225,110.38005
aderida,"MC Balaclava Khaki Spandex?
*minus ada outline ballpoint di area mata
material spandex cutton? https://t.co/3UVCwmLwGz",neutral,-7.77942313,110.34265637
FianHyde,"FF8 #Part1 ? The Fate of the Furious (with Friend, Bayu, and Dkk at @cinemaxxtheater) ? https://t.co/4pBbTwutP7",negative,-7.78425,110.3905
UGMYogyakarta,#beritaUGM Raih #Doktor Usai Mengkaji Aspek Klinis Meningioma https://t.co/1swTxLyR0c https://t.co/NuEh961U0o,neutral,-7.76823618,110.37816138
irenejessy,Quality time???? (with Vlorent at @tombongelak) ? https://t.co/6oCZylf9AO,neutral,-7.76685,110.38636
johandafitra,????? monster kadal #monster #alien #devils #setan #halloween #halloweencostume  #monstermakers? https://t.co/s8jmK47gUr,negative,-7.79955,110.3914624
militarycorner,"MC Balaclava Khaki Spandex?
*minus ada outline ballpoint di area mata
material spandex cutton? https://t.co/vWWzfMzfAu",neutral,-7.77942313,110.34265637
Nick_Chuu,"Besok tes, jalan2 dulu aja?? (with Friska and tia at U+2) ? https://t.co/ZFKnqfE4SB",neutral,-7.78292,110.38325
aderida,"MC Balaclava Tan Spandex?
*minus ada outline ballpoint di area mata
material spandex cutton? https://t.co/M0X1Lx0ntw",neutral,-7.77942313,110.34265637
Squadstore,"Squad Clothing
Code: FLAG Tees
Size : M, L, XL, XXL ( fit US size)
Idr. 125k (XXL:? https://t.co/acyenZBfGm",positive,-7.80138889,110.36444444
nilasari_,"Alhamdulillah tiket nonton turun harga :"") (at @cinema21) ? https://t.co/jTBzwVzHiy",neutral,-7.79188,110.38829
bernadianr,?? (with Antonius at @cinema21) [pic] ? https://t.co/qNv51c3s70,neutral,-7.78319,110.38841
militarycorner,"MC Balaclava Tan Spandex?
*minus ada outline ballpoint di area mata
material spandex cutton? https://t.co/MHaLuSxOKO",neutral,-7.77942313,110.34265637
deepirizki,At @jog_ap1 ? https://t.co/LpanvuPGwX,neutral,-7.78461,110.43745
Zmuharrami,Persiapan buat besok ya ra? (at Mal Malioboro) ? https://t.co/1vR7Uaj6JH,positive,-7.79317,110.36457
riskaaSafira,Uncle Dom no more ? ? The Fate of the Furious (with Febrian at @cinema21) ? https://t.co/kXvADnJaae,negative,-7.78339,110.38688
chelsiinriyani,"Kita bukan wanita pintar, bukan juga wanita cantik yg suka dandan. Kita mah cuma wanita yg ingin? https://t.co/Uk9m7p2oV4",negative,-7.77001,110.4889
radenmassahid,"Lagi iki gundul.... @ Saren, Babadan, Wedomartani, Sleman https://t.co/gJeL4u9yAC",neutral,-7.7325243,110.4231324
egaskaraM,"pegel brader ? The Fate of the Furious (with Eldwin, hammamish, and yazdi at @cinema21) ? https://t.co/Excr5dWciZ",negative,-7.7538,110.36039
Caeciliaa28,Mari ngopii ? (at Lagani Coffee &amp; Co.) ? https://t.co/NKtAifFrRE,neutral,-7.78049,110.3904
azzahrahdzakiya,Kuyy dibeli tiket coretan putih abu!! ?? (with Dina at @kfcindonesia) ? https://t.co/e3GNQztJTU,positive,-7.78256,110.37273
mtandanarzak,Kurang wow (at Slackers) ? https://t.co/VsMoyoH4B4,positive,-7.77274,110.43473
dhiraoktry,Lt y? (with Cakra at @waroengsteak) ? https://t.co/TS6imDdsPm,neutral,-7.72051,110.36302
padovanoo,baper ndak? (with Farah at Leker Baper ) ? https://t.co/NkhlGU0D7U,negative,-7.76119,110.41214
ameameriia,"Mochacino &amp; Blueberry cheese ??

.

#qualitytime #withhubby #suamisayang #favorite? https://t.co/7q12GaJTo7",positive,-7.7536561,110.3608892
Abyarizihni,Soup date (with Rona at Soto Cak Nardi) ? https://t.co/XnEMZAaA2y,neutral,-7.76627,110.38036
Dimas_ArdianP,Liburan ku ternyata cuman ke sini ?? (at @mirota_kampus) ? https://t.co/sTBS0eKMY0,positive,-7.76692,110.38554
